ID,limite_credito,sexo,educacao,estado_civil,idade,status_pagamento_mes_09,status_pagamento_mes_08,status_pagamento_mes_07,status_pagamento_mes_06,status_pagamento_mes_05,status_pagamento_mes_04,fatura_mes_09,fatura_mes_08,fatura_mes_07,fatura_mes_06,fatura_mes_05,fatura_mes_04,pago_mes_09,pago_mes_08,pago_mes_07,pago_mes_06,pago_mes_05,pago_mes_04,default
19658,3602.7,feminino,graduacao,solteiro,33,1,2,0,0,0,0,3576.26,3492.82,3015.32,2891.96,2927.27,3024.11,1.73,146.92,141.59,104.84,144.11,135.25,0
1005,10808.1,feminino,ensino_medio,solteiro,30,-2,-2,-2,-2,-2,-2,32.86,696.33,246.42,182.08,0.0,0.0,696.33,246.42,188.21,0.0,0.0,0.0,1
13785,5764.32,feminino,graduacao,solteiro,29,0,0,0,0,0,0,567.79,599.2,343.05,429.73,410.49,186.62,218.61,216.31,150.81,73.71,72.05,72.05,0
17851,8646.48,masculino,graduacao,solteiro,28,0,0,0,0,0,0,5052.71,5141.41,5257.2,4190.88,2403.58,1212.6,216.16,203.91,115.29,259.39,21.62,72.05,0
23744,14410.8,feminino,graduacao,casado,50,-2,-1,0,0,-1,0,245.99,478.44,535.22,737.4,387.65,542.71,478.44,73.86,738.48,387.65,360.27,162.91,0
28491,1441.08,feminino,ensino_medio,solteiro,39,0,0,0,2,0,0,1150.63,1202.22,1369.6,1348.13,1458.01,1403.83,92.59,187.92,22.34,132.22,50.94,62.9,1
6267,23057.28,masculino,graduacao,solteiro,29,0,0,0,0,0,0,23395.43,23137.26,23419.28,23219.11,21445.94,21729.69,839.43,900.68,857.44,756.78,784.38,723.42,0
25250,9367.02,feminino,graduacao,solteiro,24,0,0,0,0,0,0,2584.65,2656.85,2732.79,2809.6,2855.36,3036.07,136.9,140.51,144.11,113.85,238.5,0.0,0
28761,10087.56,feminino,graduacao,casado,33,0,0,0,-2,-1,0,6429.09,6500.14,-74.72,-74.72,4787.34,4925.97,225.75,0.0,0.0,4927.27,216.16,223.08,0
20435,15131.34,masculino,outros/desconhecido,solteiro,27,0,0,0,0,0,0,14191.97,14536.25,15788.62,16087.28,16416.86,16455.48,504.38,1441.08,590.84,511.58,489.97,504.38,0
20025,6484.86,feminino,ensino_medio,casado,44,-1,-1,-1,-1,-1,-1,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,106.14,2494.44,0
13316,17292.96,feminino,graduacao,casado,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,94.1,0.0,0.0,0.0,0.0,94.1,0.0,1
23748,6484.86,feminino,graduacao,casado,55,2,2,2,0,0,0,5983.36,5908.28,6029.05,5828.45,2274.38,2381.31,64.85,288.43,216.16,216.16,216.16,144.11,1
28589,32424.3,feminino,pos_graduacao,casado,35,-1,-1,-2,2,-1,-1,29.04,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,28.1,0
11688,20895.66,feminino,graduacao,solteiro,39,0,0,0,0,0,0,16452.95,16960.07,17296.49,7781.33,7975.73,3613.0,763.77,734.95,288.22,326.69,192.38,50.44,1
21054,15131.34,masculino,graduacao,casado,38,-1,-1,-1,-1,-1,-1,23.49,0.0,193.39,0.0,767.52,23.49,0.0,193.39,0.0,767.52,23.49,0.0,0
29088,10087.56,feminino,ensino_medio,casado,56,-1,-1,3,2,2,5,800.23,981.88,945.71,1051.99,1157.62,1262.46,216.16,0.0,144.11,144.11,144.11,216.16,0
28547,7205.4,feminino,ensino_medio,casado,44,2,2,0,0,0,2,916.82,881.08,955.08,1005.8,1075.12,1047.59,0.0,110.17,88.84,86.1,0.0,93.67,1
10219,5764.32,feminino,graduacao,casado,46,0,0,-1,0,0,0,341.68,281.95,459.92,361.42,126.82,200.53,92.01,460.21,7.35,2.52,133.3,439.46,0
18199,1441.08,masculino,graduacao,solteiro,40,1,2,2,2,3,2,615.7,733.29,754.19,863.71,828.84,805.2,138.56,43.23,144.11,0.0,0.0,72.05,1
18717,10808.1,feminino,graduacao,solteiro,26,-2,-2,-2,-2,-2,-2,2711.82,1977.74,2153.69,28.1,18.52,770.98,1988.91,2153.69,1577.26,18.52,780.56,15.28,0
9189,4323.24,masculino,pos_graduacao,solteiro,26,-1,-1,2,-1,0,-1,31.7,63.41,31.7,63.41,31.7,121.12,63.41,0.0,63.41,0.0,121.12,58.44,0
5456,5043.78,feminino,graduacao,solteiro,28,1,2,2,2,0,0,5096.81,5188.9,5203.38,5099.91,4505.18,5146.6,216.16,158.52,0.0,216.16,720.54,720.54,1
810,11528.64,feminino,graduacao,outros/desconhecido,37,0,0,0,0,0,0,194.11,2769.25,2800.74,2058.87,1964.77,2019.03,2585.87,95.47,64.2,72.05,79.12,30.7,0
27688,4323.24,feminino,graduacao,casado,24,0,0,0,0,0,2,1718.56,1758.41,1574.31,1331.13,1115.97,817.67,122.49,144.11,86.46,72.05,0.0,252.19,1
22718,36027.0,feminino,ensino_medio,solteiro,44,-2,-2,-2,-2,-2,-2,0.0,91.87,0.0,0.0,93.67,0.0,91.87,0.0,0.0,93.67,0.0,0.0,0
27987,18013.5,feminino,pos_graduacao,solteiro,30,-1,0,0,0,0,-1,1351.08,1552.76,1724.4,2689.7,1897.83,348.45,360.27,252.19,1084.7,568.15,348.45,695.68,0
15597,2161.62,masculino,ensino_medio,solteiro,56,0,0,0,0,0,0,2360.34,2429.66,2361.86,2273.81,2168.39,1961.53,109.59,113.85,97.85,64.49,87.69,73.64,0
27099,36027.0,masculino,pos_graduacao,casado,43,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,12.75,339.81,0.0,0.0,0.0,12.75,339.81,72.05,0
11390,23777.82,feminino,pos_graduacao,solteiro,30,-1,-1,-2,-2,-2,-2,361.28,4321.08,1339.12,996.87,3276.73,1810.36,4338.16,1339.12,996.87,3276.73,1810.36,1539.79,0
28617,3602.7,feminino,graduacao,casado,41,0,0,0,0,0,0,660.88,733.8,807.29,880.07,897.65,916.45,84.45,85.89,86.61,32.14,33.29,33.43,0
292,3602.7,feminino,graduacao,solteiro,22,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21855,11528.64,feminino,graduacao,solteiro,27,0,0,0,0,0,0,7249.57,5662.87,5781.61,2870.27,2965.02,0.0,259.39,266.6,122.49,144.11,0.0,0.0,0
1150,3602.7,masculino,graduacao,casado,52,-1,2,0,0,0,0,149.3,110.39,223.8,196.06,56.2,0.0,0.0,144.11,0.36,0.0,0.0,0.0,0
21742,5764.32,feminino,graduacao,solteiro,23,0,0,-1,0,0,0,5815.84,5957.93,5808.49,5812.67,5244.45,5354.55,360.27,5836.37,200.02,187.34,194.26,202.62,0
10283,8646.48,feminino,ensino_medio,casado,47,0,0,0,0,0,0,8513.04,8545.1,7288.41,5800.56,5433.38,5559.47,362.65,360.27,216.67,216.16,216.16,216.16,0
11541,7205.4,masculino,pos_graduacao,casado,44,0,0,-2,-2,-2,-2,3519.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19236,12969.72,feminino,pos_graduacao,solteiro,39,-2,-2,-2,-2,-2,-2,845.34,479.38,-480.89,1303.02,1187.52,1394.89,479.38,23.78,2633.57,1187.52,1532.16,1171.09,0
21367,12969.72,masculino,graduacao,solteiro,56,0,0,0,0,0,0,6453.16,6552.59,6691.51,6790.59,6837.06,6904.14,249.31,288.22,252.26,193.83,216.16,187.56,0
23945,1441.08,masculino,ensino_medio,solteiro,24,0,0,0,0,0,0,268.33,406.82,490.54,1012.07,1003.28,1219.44,144.11,90.93,540.41,20.03,216.16,0.0,0
3689,20175.12,feminino,graduacao,solteiro,27,1,2,0,0,0,0,21413.87,20496.62,20418.23,17151.66,16861.86,10457.34,0.0,802.9,525.99,434.05,432.32,252.19,0
26446,14410.8,feminino,graduacao,casado,49,1,-2,-2,-2,-2,-2,-0.36,52.46,0.0,0.0,0.0,0.0,52.82,0.0,0.0,0.0,0.0,0.0,1
14168,7205.4,feminino,graduacao,solteiro,28,-1,-1,-1,-1,-1,-1,87.55,75.08,75.08,72.34,116.15,44.82,75.08,75.08,72.34,118.89,44.82,44.82,1
25227,5764.32,feminino,graduacao,solteiro,25,0,0,2,2,2,2,1935.01,2074.36,2235.55,2262.57,2304.72,2339.45,171.92,216.02,85.24,100.88,82.07,0.0,0
9833,7205.4,masculino,ensino_medio,casado,67,2,2,2,2,2,2,1219.01,1477.9,1437.04,1651.12,1691.25,1658.39,298.66,0.0,234.9,72.05,0.0,164.72,1
24558,5764.32,masculino,ensino_medio,casado,42,0,0,0,-2,-1,0,501.42,285.26,-2.95,-2.95,126.74,338.87,216.16,0.0,0.0,129.7,216.16,216.16,0
20122,16572.42,feminino,pos_graduacao,solteiro,30,0,0,0,0,0,0,13339.28,13337.12,13452.34,13053.01,9326.74,9754.89,722.27,622.4,468.35,3602.7,577.01,345.07,0
4558,11528.64,feminino,pos_graduacao,casado,39,0,0,2,0,0,0,3140.33,3604.72,3525.46,3589.15,3664.31,3772.32,540.41,0.0,144.11,144.11,180.14,151.31,0
703,720.54,feminino,ensino_medio,solteiro,22,0,0,0,0,-2,-2,584.29,704.54,595.09,0.0,0.0,0.0,144.11,74.65,0.0,0.0,0.0,0.0,1
12603,5043.78,feminino,graduacao,solteiro,23,0,0,0,0,0,0,3921.76,1807.47,1821.67,1574.96,1381.35,608.35,144.25,131.07,36.68,38.84,144.11,72.05,0
4064,17292.96,masculino,pos_graduacao,solteiro,29,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29497,5764.32,masculino,graduacao,casado,35,-1,-1,-1,-1,-1,0,121.92,194.11,81.42,28.61,3088.02,3016.47,194.69,89.78,28.61,3088.23,0.5,8.5,0
233,3602.7,masculino,graduacao,casado,26,0,0,-2,-1,-1,0,7407.15,0.0,0.0,189.07,3283.28,3354.62,0.0,0.0,189.07,3283.28,125.88,144.11,0
28231,15131.34,feminino,graduacao,solteiro,32,-2,-2,-2,-2,-2,-2,0.0,0.0,70.61,0.0,0.0,0.0,0.0,70.61,0.0,0.0,0.0,17.15,0
29444,17292.96,masculino,outros/desconhecido,casado,27,-2,-2,-2,-2,-2,-2,0.0,17.94,65.79,0.0,0.0,0.0,17.94,65.79,0.0,0.0,0.0,0.0,0
16780,3602.7,masculino,graduacao,casado,47,1,-1,2,2,-1,-1,-47.41,3339.13,1844.58,-28.82,2882.16,0.0,3386.54,0.0,0.0,1469.9,0.0,0.0,1
12973,2161.62,feminino,graduacao,casado,27,2,2,2,2,0,0,1382.93,1447.13,1474.22,1429.26,1460.25,1554.06,108.08,72.05,0.0,64.85,129.7,64.85,1
21705,12249.18,feminino,outros/desconhecido,solteiro,24,-2,-2,-1,-1,0,0,6172.36,-2.67,125.37,7058.48,4774.08,872.29,0.0,128.04,8256.88,419.57,31.63,35.81,0
19886,16572.42,feminino,graduacao,casado,32,0,0,0,0,0,0,14317.42,14570.54,14717.39,14940.18,3684.41,3618.7,720.54,720.54,720.54,3602.7,144.11,144.11,0
5053,7205.4,feminino,pos_graduacao,solteiro,25,-1,0,0,-1,-1,0,1200.35,978.85,568.22,401.92,620.24,847.07,720.54,288.22,401.92,847.07,720.54,394.14,0
25315,3602.7,feminino,pos_graduacao,solteiro,25,0,0,0,0,0,0,3241.28,3402.17,3440.43,3385.6,3419.83,3466.09,216.16,216.16,144.11,144.11,133.95,216.16,0
10758,16572.42,feminino,pos_graduacao,casado,53,-1,-1,-2,-2,-2,-2,720.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25327,6484.86,feminino,pos_graduacao,solteiro,27,0,0,0,0,0,0,4452.87,4507.77,4544.37,4513.68,4270.28,4254.5,172.93,181.43,181.14,151.31,180.14,180.14,0
26914,1441.08,masculino,pos_graduacao,casado,44,0,0,0,0,0,0,1303.53,1241.99,1183.05,1235.29,1286.52,1337.83,115.29,115.29,93.67,72.05,72.05,68.45,1
3735,2161.62,masculino,graduacao,solteiro,47,0,0,0,0,0,0,2129.48,2081.86,2128.26,2167.89,1263.39,1091.26,136.54,110.89,78.47,51.73,28.82,360.27,0
12023,3602.7,masculino,graduacao,casado,36,0,0,2,0,0,0,1056.89,1238.9,1005.01,876.54,737.98,607.27,201.75,0.0,36.03,25.94,36.03,9.01,0
22735,15131.34,feminino,pos_graduacao,solteiro,32,-2,-2,-2,-2,-2,-2,37.76,330.08,17.87,104.33,28.68,10.81,330.08,21.62,104.33,28.68,10.81,147.21,0
15074,9367.02,masculino,graduacao,casado,46,0,0,0,0,0,0,6458.49,6556.84,6810.47,7056.9,7299.0,7898.2,360.27,360.27,360.27,360.27,720.54,360.27,0
27144,4323.24,masculino,graduacao,solteiro,30,-1,-1,2,-1,-1,-1,66.36,107.94,53.97,53.97,4240.52,453.58,107.94,0.0,53.97,4240.52,453.58,0.0,0
11710,11528.64,feminino,pos_graduacao,solteiro,29,1,-1,-1,-1,-1,-1,-10.52,1110.64,133.8,39.63,187.48,747.99,1284.94,162.27,698.49,720.54,850.02,525.2,0
27392,12969.72,masculino,pos_graduacao,casado,44,-2,-2,-2,-2,-2,-2,1065.46,880.64,1193.5,1084.2,1288.61,982.1,929.35,1244.08,1084.63,1288.61,982.1,1114.17,0
17252,1441.08,feminino,ensino_medio,casado,37,1,2,0,0,2,0,1140.54,1101.2,1183.78,1424.08,1379.11,462.59,0.0,122.49,288.22,0.0,72.05,0.0,1
1825,5043.78,feminino,ensino_medio,casado,23,2,-1,-1,-1,-1,-1,18.3,197.86,135.82,159.67,97.13,2152.47,492.85,135.82,159.67,97.13,2152.47,72.05,0
267,720.54,masculino,ensino_medio,solteiro,23,0,0,0,0,0,2,502.5,564.76,648.63,661.6,701.01,678.1,81.71,93.53,34.44,61.03,0.0,12.61,0
24342,14410.8,masculino,graduacao,casado,38,2,2,2,2,0,0,7369.11,7564.08,7632.25,7397.28,6995.72,7064.53,360.27,324.24,0.0,252.19,252.19,648.49,1
21966,21616.2,feminino,graduacao,solteiro,28,0,0,0,0,0,0,23613.83,23487.44,23418.99,23039.27,19104.11,18905.38,810.61,855.79,755.63,564.25,583.06,550.06,0
5162,1441.08,masculino,pos_graduacao,solteiro,22,0,0,2,0,0,0,1334.66,1288.97,1186.95,1369.31,1387.33,1173.54,252.19,0.0,216.16,41.36,38.84,24.64,1
26089,7205.4,feminino,ensino_medio,casado,36,2,0,0,0,0,0,7225.65,7236.6,7186.95,7341.01,7285.81,7009.63,360.27,360.27,569.23,288.22,288.22,2183.24,0
16523,1441.08,masculino,graduacao,solteiro,23,1,2,0,0,0,0,1285.8,1243.72,1367.3,1426.96,1383.73,1312.1,0.0,144.11,115.29,0.0,82.86,144.11,0
13353,6484.86,feminino,graduacao,casado,51,0,0,0,0,0,0,923.88,788.56,883.02,878.48,896.93,929.14,85.6,108.01,31.42,32.57,47.12,32.78,0
26543,20895.66,feminino,graduacao,casado,51,-2,-2,-2,-2,-2,-2,494.22,807.73,175.52,19.17,0.0,245.85,807.73,175.52,19.17,0.0,245.85,0.0,0
11034,2161.62,feminino,pos_graduacao,solteiro,22,1,2,2,0,0,0,1817.85,1839.75,1761.07,1761.07,810.97,0.0,72.05,0.0,0.0,0.0,0.0,0.0,1
7999,14410.8,feminino,pos_graduacao,casado,34,-1,-1,-1,-1,-1,-1,536.66,394.21,324.68,725.37,668.16,211.19,394.35,324.68,730.41,686.03,211.19,747.99,0
13634,7205.4,feminino,pos_graduacao,solteiro,33,0,0,2,0,0,0,6544.3,7006.68,6802.4,6854.06,6942.69,4623.56,634.08,0.0,212.63,165.72,516.92,194.55,0
302,31703.76,feminino,pos_graduacao,solteiro,36,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11672.75,0.0,0
2077,1441.08,masculino,ensino_medio,casado,49,-1,-1,-1,-1,-1,-1,28.1,48.85,0.0,56.2,0.0,27.24,48.85,0.0,56.2,0.0,27.24,0.0,0
13868,27380.52,feminino,pos_graduacao,casado,31,0,0,0,0,2,0,16277.36,16249.26,16384.14,14263.74,14029.63,14360.36,792.59,648.49,1080.81,0.0,576.43,576.43,0
3880,6484.86,masculino,graduacao,solteiro,52,0,0,0,0,0,0,6282.1,6306.6,6407.33,6393.71,6306.24,6174.96,252.55,285.48,209.61,223.87,225.31,218.47,0
2117,16572.42,masculino,graduacao,solteiro,27,-1,-1,-1,-1,0,0,29.97,40.93,102.82,1076.99,955.08,592.72,40.93,102.82,1076.99,31.49,72.05,64.85,1
20032,17292.96,feminino,graduacao,solteiro,36,2,2,0,0,0,0,17831.71,17435.34,17482.39,17252.47,14659.03,14669.11,0.79,788.92,678.68,537.59,547.68,540.48,0
5925,24498.36,feminino,graduacao,solteiro,31,4,3,2,-1,-1,-1,41919.22,41263.67,27673.06,21941.02,17810.16,16453.46,0.0,0.0,72.05,311.27,20750.26,576.94,1
17003,6484.86,feminino,ensino_medio,solteiro,22,0,0,0,0,0,0,4947.44,4701.09,3779.38,2521.96,2138.2,2065.57,312.79,149.01,238.86,74.14,96.12,120.55,0
6562,20175.12,masculino,pos_graduacao,casado,63,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4952,1441.08,masculino,ensino_medio,casado,35,1,2,0,0,0,0,1738.09,1663.65,1615.59,1498.29,1434.88,538.68,93.67,106.71,36.24,145.48,16.79,7.21,0
4874,15131.34,feminino,graduacao,solteiro,30,0,0,0,0,2,0,5594.06,5779.09,5947.99,6425.06,4084.24,756.28,317.04,331.45,654.68,0.0,72.05,7140.55,0
1780,5764.32,masculino,ensino_medio,casado,48,0,0,0,0,0,0,5152.94,5064.46,4459.57,1929.53,1834.78,1872.9,265.09,166.08,66.58,77.03,79.26,79.98,0
17911,7205.4,masculino,graduacao,solteiro,28,2,0,0,0,2,0,4219.91,4090.51,4056.64,3911.67,1856.04,1857.19,367.48,203.55,360.27,0.0,144.11,0.0,1
28429,21616.2,feminino,pos_graduacao,solteiro,33,0,0,0,0,0,0,4230.94,4333.47,4436.87,4479.53,4566.35,4313.51,216.16,216.16,165.72,158.73,133.88,130.78,0
1887,15131.34,masculino,pos_graduacao,solteiro,31,0,0,0,0,0,0,11612.15,11894.03,12497.26,12947.1,14227.64,9959.16,576.43,936.7,720.54,1441.08,504.38,504.38,0
25563,12969.72,feminino,graduacao,casado,30,-1,2,2,-2,-1,0,198.8,173.94,0.0,0.0,89.71,39.34,0.94,0.0,0.0,89.71,0.0,0.0,0
10847,11528.64,masculino,pos_graduacao,solteiro,37,-1,2,-1,-1,0,-1,1277.01,35.81,79.26,46.98,23.49,407.39,0.0,79.26,46.98,0.0,407.39,0.0,1
18917,3602.7,feminino,pos_graduacao,solteiro,29,0,-1,0,-1,-1,0,1242.93,616.78,340.46,643.66,849.08,715.28,616.78,115.29,643.66,849.08,14.34,597.11,0
18109,25218.9,masculino,pos_graduacao,solteiro,34,0,0,0,0,0,0,18699.74,15406.73,15867.08,16255.45,7607.89,8017.88,607.56,648.49,684.51,720.54,504.38,720.54,0
2304,12969.72,masculino,graduacao,solteiro,32,1,2,2,0,0,0,12453.96,12758.24,11811.81,9809.79,9643.92,9680.6,612.46,0.0,504.38,360.27,576.43,360.27,1
7499,15131.34,feminino,graduacao,casado,30,1,-1,-1,0,0,-1,0.0,17.37,335.12,341.97,283.75,250.68,17.37,335.12,6.85,21.69,250.68,72.05,0
9164,16572.42,feminino,pos_graduacao,casado,44,1,-1,-1,-1,-1,-2,279.86,68.38,206.36,67.23,0.0,0.0,68.38,207.01,67.23,0.0,0.0,0.0,0
29959,16572.42,masculino,ensino_medio,solteiro,31,0,-1,-1,-1,-1,-1,307.02,1.8,15.92,30.05,44.17,-13.76,72.05,72.05,72.05,72.05,0.0,0.0,0
1327,12249.18,masculino,graduacao,casado,48,0,0,0,0,0,0,9930.7,9885.74,9823.19,8928.43,8837.93,8806.8,388.8,360.27,360.27,360.27,360.27,288.22,0
24196,2161.62,masculino,graduacao,casado,30,-2,-1,-1,-2,-2,-2,409.12,1495.99,177.4,938.07,337.14,0.0,1496.85,178.41,955.65,345.35,0.0,0.0,0
13740,2882.16,masculino,ensino_medio,solteiro,43,2,2,7,7,7,7,172.93,172.93,172.93,172.93,172.93,172.93,0.0,0.0,0.0,0.0,0.0,0.0,1
20728,2161.62,masculino,graduacao,casado,36,0,0,4,3,2,2,1603.99,2023.49,1972.19,1919.88,1867.57,1984.01,446.73,0.0,0.0,0.0,146.85,91.36,0
7019,13690.26,feminino,graduacao,solteiro,28,0,0,0,0,0,0,3103.51,3137.01,2955.37,2932.74,2930.87,1985.81,271.5,252.19,180.14,288.22,216.16,216.16,0
7982,7925.94,feminino,pos_graduacao,casado,40,0,0,2,0,0,0,3796.6,3962.97,3766.77,3750.77,3778.3,4003.32,360.27,0.0,144.11,216.16,360.27,144.11,0
25725,3602.7,feminino,pos_graduacao,solteiro,23,0,0,0,0,0,0,1096.16,1171.09,1245.74,1325.51,1375.44,1414.35,93.67,93.67,100.88,72.05,72.05,75.15,0
3442,7925.94,masculino,pos_graduacao,solteiro,33,0,0,2,2,2,2,2865.44,3194.37,3121.38,3475.6,3544.7,3476.82,399.76,0.0,407.18,135.17,0.0,144.11,0
8940,7205.4,masculino,graduacao,solteiro,26,0,0,0,0,0,0,2319.13,2374.11,2426.78,2480.03,2722.34,5489.43,144.11,144.11,144.11,324.24,2882.16,216.16,0
8753,3602.7,masculino,graduacao,outros/desconhecido,36,0,0,0,0,0,0,1904.53,1996.47,2084.38,2123.79,2131.29,2193.68,122.49,144.11,93.67,86.46,108.08,144.11,1
14683,3602.7,masculino,pos_graduacao,solteiro,25,0,0,2,2,2,2,3218.15,3461.83,3408.59,3551.97,3402.39,3572.73,295.42,28.82,216.16,0.14,288.58,0.43,0
27279,25939.44,masculino,pos_graduacao,casado,41,-2,-2,-2,-2,-2,-2,22.77,53.03,156.93,22.77,130.56,108.8,53.03,156.93,22.77,130.56,108.8,34.95,1
3262,15851.88,feminino,graduacao,casado,33,-1,-1,-1,-1,-1,2,1159.35,359.62,-97.27,1307.78,25.22,14.41,359.62,0.0,1441.08,25.22,0.0,1161.15,0
18388,1441.08,feminino,pos_graduacao,solteiro,25,0,0,0,0,0,0,837.92,860.04,910.98,968.91,590.77,606.41,85.96,92.95,78.83,72.05,22.77,72.05,0
5269,7925.94,masculino,graduacao,solteiro,25,0,0,0,0,0,0,7158.78,6522.11,5655.09,5378.98,5422.14,5450.38,252.19,252.19,216.16,216.16,206.79,216.16,0
26329,12249.18,feminino,graduacao,solteiro,34,0,0,0,0,-1,0,6141.52,5869.66,4308.83,1487.92,9194.16,8774.3,360.27,244.98,216.16,9194.16,331.45,367.48,0
24345,21616.2,masculino,graduacao,casado,36,0,0,0,0,0,0,5503.63,11964.64,12072.0,12098.23,12103.2,12280.02,8337.94,569.59,469.0,423.25,440.68,453.94,0
16090,5764.32,feminino,graduacao,solteiro,37,2,0,0,-2,-2,-2,3750.55,3704.08,0.0,0.0,0.0,0.0,144.11,0.0,0.0,0.0,0.0,0.0,1
4928,15131.34,feminino,graduacao,solteiro,53,-1,-1,-1,-1,-1,-1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,28.1,1
25730,20895.66,feminino,pos_graduacao,solteiro,31,0,0,0,0,0,0,3017.55,3089.82,3169.8,3246.83,3386.39,3678.07,144.11,151.31,151.31,216.16,360.27,147.71,0
4861,15131.34,masculino,graduacao,casado,41,2,2,2,2,2,2,6319.5,6511.95,6534.36,6620.9,6762.41,6898.02,345.86,180.14,281.01,244.98,244.98,244.98,1
4561,3602.7,masculino,ensino_medio,solteiro,27,0,0,0,0,0,0,3644.28,3352.6,3371.48,3452.97,3565.38,0.0,154.05,100.88,216.16,360.27,0.0,0.0,1
4020,2161.62,feminino,graduacao,casado,27,2,2,2,2,2,2,2010.02,1933.57,2067.23,1991.07,2102.82,2073.43,0.0,191.59,0.0,166.37,78.32,0.0,1
4686,35306.46,masculino,pos_graduacao,solteiro,44,-1,-1,-1,-1,-1,-1,210.4,291.1,262.93,601.15,478.51,416.4,292.54,263.65,602.16,479.88,417.62,341.25,0
