ID,limite_credito,sexo,educacao,estado_civil,idade,status_pagamento_mes_09,status_pagamento_mes_08,status_pagamento_mes_07,status_pagamento_mes_06,status_pagamento_mes_05,status_pagamento_mes_04,fatura_mes_09,fatura_mes_08,fatura_mes_07,fatura_mes_06,fatura_mes_05,fatura_mes_04,pago_mes_09,pago_mes_08,pago_mes_07,pago_mes_06,pago_mes_05,pago_mes_04,default
18355,9367.02,feminino,graduacao,solteiro,23,-1,-1,-2,-2,-2,-2,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1345,14410.8,masculino,pos_graduacao,casado,38,-1,-1,-1,-1,-1,-1,445.73,52.96,105.42,1120.44,363.51,483.41,52.96,105.42,1120.44,363.51,483.41,217.68,1
15145,23777.82,feminino,pos_graduacao,solteiro,28,0,0,0,0,0,0,2328.5,2428.58,2071.05,2033.15,1832.48,1436.61,144.11,144.11,144.11,57.64,49.5,58.51,0
18845,15131.34,feminino,pos_graduacao,solteiro,27,0,0,0,0,0,0,1327.96,1427.32,1547.86,1665.74,1688.73,1794.14,144.11,144.11,144.11,72.05,144.11,144.11,1
29810,1441.08,masculino,ensino_medio,casado,48,0,0,3,2,5,4,778.54,1100.26,1062.08,1310.52,1270.31,1209.07,360.27,0.0,288.22,0.0,0.0,0.0,1
19913,2161.62,feminino,graduacao,solteiro,32,0,0,0,0,0,0,2124.15,2190.01,2022.7,2081.28,2110.25,1658.11,103.11,113.77,101.02,57.93,52.74,131.14,1
16531,3602.7,masculino,graduacao,solteiro,27,0,0,0,0,0,0,2845.2,2721.98,2629.68,2414.67,2151.1,2027.89,115.29,144.11,462.3,317.47,73.06,216.59,0
14909,15131.34,masculino,graduacao,casado,35,-1,-1,2,0,-1,-1,28.53,85.6,57.07,28.53,28.53,28.53,85.6,0.0,0.0,28.53,28.53,28.53,0
1641,14410.8,masculino,pos_graduacao,casado,34,-1,-1,-1,-1,-1,-1,361.93,44.53,43.59,223.22,58.0,155.2,44.75,43.81,224.38,72.27,155.92,87.19,0
28048,2161.62,feminino,graduacao,casado,30,-1,2,-1,-1,-1,-1,359.84,63.84,67.51,0.0,78.03,244.62,0.0,72.05,28.68,78.03,244.62,531.97,0
8503,3602.7,feminino,graduacao,solteiro,22,2,2,2,0,0,0,3672.88,3724.33,3604.43,2117.02,2086.47,2048.86,216.16,0.0,57.64,58.22,86.46,55.84,0
23099,15851.88,feminino,graduacao,solteiro,47,0,0,0,0,0,0,7427.18,8050.52,8298.68,8395.23,8601.09,8755.71,720.54,468.35,360.27,360.27,360.27,360.27,0
16562,8646.48,masculino,pos_graduacao,solteiro,28,0,0,0,2,2,0,516.19,676.08,1194.01,1196.6,1155.96,1180.17,181.22,555.03,43.23,0.0,42.87,43.16,1
3477,3602.7,masculino,graduacao,solteiro,40,0,0,0,0,0,0,1054.37,931.01,1005.66,1203.52,1228.66,1253.09,87.76,90.36,216.16,44.46,44.75,46.33,1
6071,5764.32,feminino,graduacao,casado,41,0,0,0,0,0,0,5348.42,5486.05,3274.21,2199.52,2043.16,191.74,252.19,144.11,100.88,115.29,28.82,72.05,0
27038,3602.7,masculino,ensino_medio,solteiro,47,0,0,0,0,0,0,1082.18,1154.74,1243.44,3016.76,1671.72,1341.86,91.0,107.65,1808.92,52.46,46.91,44.96,0
24470,10808.1,masculino,graduacao,solteiro,35,0,0,0,-1,-1,-1,309.9,594.16,926.97,58.87,78.9,100.37,288.22,364.88,59.16,79.26,100.37,273.52,1
22242,10808.1,feminino,graduacao,solteiro,30,-1,-1,-2,-2,-1,-1,3.96,-6.77,-14.99,-14.99,71.55,0.0,0.0,17.22,0.0,86.54,0.0,157.37,0
14097,1441.08,masculino,graduacao,casado,61,1,2,2,2,3,2,933.89,984.83,947.15,1082.47,1045.5,998.24,87.11,0.0,150.38,0.0,39.63,0.0,1
9743,10808.1,masculino,graduacao,solteiro,27,0,0,0,0,0,-1,907.38,2845.7,2422.17,1766.69,767.81,2173.73,2739.35,86.68,2.95,186.4,2261.2,794.54,0
28904,33865.38,feminino,graduacao,casado,45,0,0,0,0,0,0,15343.76,13577.5,13163.33,11050.63,8246.65,8825.82,2161.62,1080.81,364.02,360.27,720.54,1080.81,0
6524,7205.4,masculino,graduacao,casado,36,0,0,0,0,0,0,3329.04,3403.76,3477.18,3546.35,7182.13,3727.93,128.54,129.91,127.03,132.8,335.34,165.51,0
3856,6484.86,feminino,graduacao,solteiro,24,0,0,0,0,0,0,5508.74,3561.63,3614.88,3578.27,3086.14,1981.12,180.14,144.11,144.11,255.86,108.08,72.05,0
19005,25939.44,feminino,graduacao,solteiro,30,0,0,-1,-1,-1,-1,5922.48,7202.59,574.13,130.85,399.83,88.91,1477.11,576.94,131.5,400.84,89.35,0.0,0
859,9367.02,masculino,graduacao,solteiro,29,0,0,0,0,0,0,9442.03,9633.48,9510.41,9187.75,9272.12,9343.17,504.38,371.15,321.65,360.27,338.8,576.43,0
3668,12969.72,feminino,outros/desconhecido,casado,35,0,0,0,0,0,-2,2103.76,2213.43,2269.7,2301.33,0.0,0.0,144.11,100.88,46.04,0.0,0.0,0.0,0
7403,18013.5,feminino,graduacao,solteiro,24,-1,-1,-1,0,0,-1,68.88,96.48,188.57,130.92,70.25,82.21,96.48,188.57,0.0,0.0,82.21,123.93,1
1161,5043.78,masculino,pos_graduacao,solteiro,33,0,0,0,0,-2,-2,5081.54,5097.1,3367.8,0.0,0.0,0.0,180.14,144.11,0.0,0.0,0.0,0.0,0
24165,7925.94,masculino,graduacao,solteiro,28,2,2,2,2,2,0,7871.25,8036.98,8190.81,8230.22,7989.06,7760.94,403.5,389.09,288.22,0.0,288.22,266.6,1
16906,23057.28,masculino,outros/desconhecido,solteiro,36,-2,-2,-2,-2,-2,-2,206.07,1154.38,0.0,0.0,0.0,0.0,1154.38,0.0,0.0,0.0,0.0,0.0,0
21258,18013.5,masculino,ensino_medio,casado,50,0,0,0,0,0,2,18366.06,18590.87,18985.72,19372.51,19774.79,20912.59,671.26,694.38,703.61,722.05,1462.7,722.2,0
7172,25939.44,feminino,ensino_medio,casado,39,-1,-1,-1,-1,-1,-2,357.68,12.75,144.9,80.41,0.0,0.0,12.75,144.9,80.41,0.0,0.0,0.0,0
9271,12969.72,masculino,graduacao,solteiro,26,0,0,0,0,0,0,10489.19,7826.29,7400.74,6892.11,7036.87,7180.61,281.51,259.39,246.06,255.22,260.55,144.11,0
12534,2161.62,feminino,graduacao,casado,29,-1,-1,-1,-1,-1,-2,173.29,28.1,178.41,220.12,0.0,0.0,28.1,178.41,220.41,0.0,0.0,0.0,0
12474,14410.8,masculino,pos_graduacao,solteiro,27,-2,-2,-2,-2,-2,-2,367.84,523.18,1094.57,647.84,647.48,620.31,523.18,1096.66,647.84,647.48,620.31,597.98,0
19206,5043.78,feminino,pos_graduacao,solteiro,24,0,0,0,0,0,0,7938.62,4062.26,4148.29,4188.5,4272.01,4419.14,194.55,194.55,152.03,153.11,216.16,165.72,0
4184,34585.92,feminino,graduacao,casado,45,-1,-1,-1,-1,-1,-1,88.12,1607.38,437.37,426.85,39.41,94.25,1607.74,438.3,426.85,39.41,94.25,106.64,1
17492,7205.4,feminino,ensino_medio,solteiro,31,0,-1,-1,0,-1,-1,1142.49,36.75,164.21,129.41,33.58,33.58,36.75,164.21,124.65,33.58,33.58,33.72,0
21591,3602.7,feminino,graduacao,solteiro,22,0,0,0,0,-1,0,3213.1,2379.15,976.48,0.0,2025.08,2138.85,360.27,216.16,0.0,2025.08,144.11,144.11,0
3784,1441.08,feminino,graduacao,solteiro,25,0,0,0,0,0,0,1199.99,922.36,1019.92,1439.28,1439.28,0.0,144.11,144.11,504.38,0.0,0.0,0.0,0
730,4323.24,masculino,pos_graduacao,solteiro,29,-1,2,-1,-1,2,2,39.34,18.37,33.43,84.52,52.74,73.71,0.0,36.03,72.05,0.0,41.94,0.0,1
11784,1441.08,feminino,outros/desconhecido,solteiro,23,0,0,0,0,0,-2,1179.6,1282.63,1315.42,1327.59,0.0,0.0,144.11,86.46,26.59,0.0,0.0,0.0,0
15015,29542.14,masculino,graduacao,solteiro,39,0,0,0,0,0,0,24205.68,23656.99,23135.89,19811.75,19374.67,18919.22,1008.76,937.71,2161.62,864.65,720.54,651.37,0
26283,33144.84,feminino,graduacao,casado,40,0,0,0,0,0,0,9590.53,9147.69,9133.42,8780.28,8850.39,6500.64,361.35,362.58,317.54,291.1,216.23,224.02,0
8027,13690.26,masculino,ensino_medio,casado,50,0,0,0,2,0,0,7667.27,7837.31,8309.63,8074.59,8249.03,8731.43,395.65,706.13,0.0,309.83,626.87,324.24,0
17716,36027.0,feminino,pos_graduacao,casado,50,0,0,0,0,0,0,27307.1,26832.33,25486.87,25101.09,22062.65,21840.58,1441.22,1154.52,937.35,721.12,720.54,1441.37,0
69,9367.02,feminino,ensino_medio,solteiro,29,1,-2,-2,-1,2,-1,-13.69,-709.73,-709.73,742.95,732.14,527.36,0.0,0.0,1452.68,0.0,527.36,1001.48,0
26216,17292.96,feminino,pos_graduacao,casado,42,-1,2,-1,-1,0,-1,151.89,99.87,1268.22,101.6,50.8,50.8,0.0,1268.22,152.39,0.0,50.8,288.22,0
12049,3602.7,masculino,graduacao,casado,31,1,2,0,0,0,0,3689.38,3610.63,3679.51,3655.8,3662.29,3664.38,0.0,151.31,129.7,136.9,151.31,129.7,0
13819,24498.36,feminino,graduacao,casado,32,0,0,0,0,0,0,2466.26,6968.77,5402.83,3138.46,1121.09,0.0,5412.19,147.49,55.19,5.55,0.0,28.39,0
23619,1441.08,feminino,ensino_medio,casado,46,0,0,2,2,2,2,842.38,1021.65,984.4,1118.13,1078.79,1219.51,216.16,0.0,150.45,0.0,158.52,0.0,1
25719,36027.0,feminino,graduacao,casado,38,0,0,0,0,0,0,17476.41,13301.24,13628.01,12441.85,1459.31,2131.07,504.38,576.43,648.49,56.99,720.54,504.38,0
14192,5764.32,feminino,pos_graduacao,casado,38,2,-1,0,0,-1,0,28.03,54.33,141.59,28.1,70.97,26.66,54.4,129.7,0.0,70.97,0.0,28.75,1
25595,10808.1,feminino,graduacao,solteiro,36,0,0,0,0,0,0,5787.45,5911.17,6033.37,5805.32,4083.44,4697.63,219.91,225.96,579.75,165.72,693.23,0.0,0
10185,27380.52,masculino,ensino_medio,casado,52,2,0,0,0,0,2,28130.53,26592.61,27031.06,27619.67,27799.37,26342.01,1106.25,1024.54,1082.4,2089.57,0.0,1945.46,0
10108,10808.1,feminino,pos_graduacao,solteiro,37,-1,-1,-2,-2,-2,-2,158.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7340,7925.94,masculino,ensino_medio,casado,35,2,0,0,0,2,2,4870.2,5027.42,5179.67,5531.37,5653.5,5756.39,230.57,230.57,432.32,216.16,201.75,230.57,1
23618,1441.08,feminino,graduacao,casado,42,0,0,2,2,2,2,1108.12,1282.71,1384.3,1340.78,1412.55,1380.19,216.16,144.11,0.0,115.29,0.0,115.29,1
17345,15131.34,feminino,pos_graduacao,casado,34,-1,-1,-1,-1,-1,-1,597.26,1195.02,677.02,1224.34,684.95,348.53,1195.02,753.32,1224.34,685.16,348.53,857.37,0
12853,23777.82,masculino,pos_graduacao,solteiro,33,0,0,0,0,0,0,16100.11,8797.51,9076.57,9154.03,9152.8,9363.06,360.63,432.32,260.4,288.22,288.22,288.22,0
19378,3602.7,feminino,graduacao,solteiro,41,0,0,0,0,-2,-2,3162.09,3271.83,2595.75,0.0,0.0,0.0,173.51,145.91,0.0,0.0,0.0,0.0,1
3170,3602.7,feminino,ensino_medio,casado,46,0,0,0,0,-2,-2,3516.02,3538.93,3457.94,0.0,0.0,0.0,144.11,73.35,0.0,0.0,0.0,0.0,0
27186,6484.86,masculino,graduacao,solteiro,27,0,0,2,0,0,0,3550.17,3705.38,3441.01,3312.83,3165.76,2676.23,216.95,86.97,116.66,113.56,115.29,144.11,0
17588,5043.78,feminino,graduacao,solteiro,38,1,2,2,2,2,2,1516.52,1592.54,1653.57,1677.06,1700.19,1662.86,122.49,108.08,72.05,72.05,0.0,151.31,0
24263,37468.08,masculino,pos_graduacao,solteiro,29,0,0,0,0,0,0,33472.04,28006.31,20182.4,13263.77,7805.61,6427.14,1118.35,751.02,519.87,289.08,217.39,218.18,0
4765,2161.62,masculino,ensino_medio,solteiro,22,2,0,0,0,0,0,2041.15,2125.95,1827.43,1404.55,415.39,0.0,122.78,90.07,28.1,8.29,0.0,0.0,0
17971,8646.48,masculino,graduacao,outros/desconhecido,48,0,0,0,0,0,-2,4443.79,4372.16,4463.24,4232.74,-2605.18,-2605.18,168.97,246.35,362.14,1127.72,0.0,0.0,0
9474,12249.18,feminino,graduacao,casado,52,0,0,0,0,0,0,12142.25,12143.19,12246.01,8635.24,8498.34,8514.12,489.32,528.37,303.92,307.6,322.87,298.59,0
3847,2161.62,feminino,graduacao,solteiro,25,0,0,0,0,0,0,262.13,317.11,381.67,312.71,223.73,364.09,81.42,73.93,9.01,108.08,144.11,1.01,0
9880,4323.24,feminino,pos_graduacao,solteiro,26,0,0,0,0,0,0,2992.04,2443.13,1982.71,1981.92,2025.8,2076.24,130.78,126.82,79.26,75.8,86.46,79.26,0
21584,12969.72,feminino,graduacao,casado,35,-1,-1,0,0,0,0,84.66,383.11,604.39,614.55,557.63,274.02,383.11,230.57,194.55,144.11,5.48,0.0,0
22019,5764.32,feminino,graduacao,solteiro,27,0,0,0,0,0,0,5989.13,3699.76,3233.64,3034.05,2040.28,2127.25,127.1,137.33,144.11,144.11,144.11,144.11,0
3794,30983.22,feminino,pos_graduacao,casado,33,-2,-2,-2,-2,-2,-1,132.36,26.88,86.32,0.0,38.77,5587.28,26.88,86.32,0.0,38.77,5587.28,42.08,0
493,18734.04,masculino,graduacao,solteiro,30,0,0,0,2,0,0,7101.64,7276.01,16003.34,7834.0,4935.7,4984.26,288.22,857.44,14.92,144.32,144.32,144.32,0
11014,12249.18,feminino,graduacao,casado,50,-1,-1,-1,-1,-1,-1,5707.4,47.56,1106.75,64.2,969.85,2315.53,47.56,1106.75,64.2,969.85,2315.53,0.0,0
11110,21616.2,feminino,pos_graduacao,casado,47,-2,-2,-1,-1,-1,-1,236.99,373.89,513.6,426.27,694.17,0.0,373.89,513.6,426.78,694.17,0.0,467.27,0
7152,2882.16,feminino,pos_graduacao,solteiro,24,0,0,0,0,0,0,2027.6,2330.44,2861.77,2684.95,2538.03,2457.83,360.27,577.66,504.38,288.22,360.27,360.27,1
10996,36027.0,feminino,graduacao,solteiro,27,0,0,0,0,0,0,14189.67,9961.25,6981.17,1187.16,903.12,28401.02,373.82,246.21,216.16,91.94,27962.07,843.03,0
22699,10808.1,feminino,graduacao,casado,31,-2,-2,-2,-2,-1,0,29.97,29.97,29.97,29.97,2731.64,2759.6,29.97,29.97,29.97,2731.64,100.88,100.88,0
2631,17292.96,masculino,pos_graduacao,solteiro,32,0,0,0,0,0,0,17349.88,16175.91,15389.29,13817.87,11978.18,10561.96,496.6,566.78,403.65,440.83,433.98,1950.07,0
29529,1441.08,masculino,graduacao,casado,47,0,0,0,0,0,0,1022.16,1077.93,1160.21,1363.69,1305.98,1348.42,72.05,99.15,230.57,100.8,79.4,26.59,0
21877,3602.7,feminino,graduacao,casado,26,1,-1,2,2,-2,-2,0.0,72.05,144.11,0.0,0.0,0.0,72.05,0.0,0.0,0.0,0.0,0.0,0
19407,18734.04,feminino,graduacao,casado,36,0,0,-1,0,-1,0,522.97,571.75,358.76,286.49,477.21,1759.99,146.77,358.76,73.42,477.21,1305.55,99.58,0
8250,12969.72,masculino,pos_graduacao,solteiro,38,0,0,0,0,0,0,10196.36,10407.41,10558.0,10887.79,11089.11,0.0,482.76,432.32,504.38,497.17,0.0,0.0,1
3385,14410.8,feminino,graduacao,casado,37,-1,-1,-1,-1,-1,-2,28.1,2279.64,55.48,151.89,0.0,0.0,2279.64,55.48,152.61,0.0,0.0,0.0,1
20667,3602.7,masculino,graduacao,casado,35,0,0,0,0,0,0,1460.82,3242.14,1523.73,1582.59,1542.32,1462.48,187.34,129.7,108.08,72.05,72.05,72.05,0
10573,25939.44,feminino,pos_graduacao,solteiro,29,-1,-1,-2,-2,-2,-1,107.94,0.0,0.0,0.0,0.0,64.99,0.0,0.0,0.0,0.0,64.99,0.0,0
14131,19454.58,masculino,graduacao,casado,39,0,0,0,0,0,0,7992.01,8272.45,8197.66,7423.22,7806.33,6986.5,504.74,435.13,242.61,1443.46,251.18,256.94,0
22486,1441.08,feminino,graduacao,casado,43,0,0,0,0,0,0,829.41,902.19,998.02,1048.96,1069.79,1092.12,86.83,110.6,89.49,38.26,39.56,39.77,0
24356,15131.34,masculino,pos_graduacao,solteiro,33,-1,-1,-1,-1,-1,-1,28.53,28.53,28.53,28.53,137.7,28.53,28.53,28.53,28.53,137.7,28.53,28.53,0
4452,2161.62,feminino,pos_graduacao,solteiro,25,0,0,0,0,0,0,601.0,723.35,832.94,1196.89,1309.87,1420.33,144.11,144.11,404.29,144.11,144.11,108.08,1
29826,3602.7,masculino,graduacao,casado,41,0,0,0,0,0,0,3132.48,3524.95,2513.17,2292.76,718.02,721.76,2882.38,117.88,129.7,24.79,28.82,28.82,0
20759,10087.56,masculino,pos_graduacao,solteiro,30,-1,0,0,-2,-2,-1,970.42,403.5,0.0,0.0,0.0,382.03,72.05,0.0,0.0,0.0,382.03,378.36,0
15302,12969.72,feminino,graduacao,casado,46,0,0,0,0,0,0,12376.57,11836.6,11955.42,12179.86,12421.24,11900.8,533.2,439.53,446.73,471.45,450.41,1053.0,0
3963,24498.36,feminino,graduacao,casado,57,1,-2,-2,-2,-1,-1,-0.58,-0.58,-0.58,-0.58,114.93,-0.36,0.0,0.0,0.0,115.5,0.0,0.0,1
20949,5043.78,masculino,graduacao,casado,31,0,0,0,0,0,0,258.53,230.86,167.89,108.01,95.62,48.35,108.44,72.41,72.2,36.24,36.17,0.0,0
13798,2161.62,feminino,ensino_medio,casado,33,1,2,2,2,0,0,2881.8,2741.58,2553.23,2304.0,2140.29,1994.96,122.49,79.26,0.0,74.22,72.05,239.94,0
13987,29542.14,feminino,graduacao,solteiro,42,0,0,0,-1,-1,0,2701.45,2416.33,523.62,1022.45,9518.77,20852.21,117.09,74.29,1024.9,9519.49,11746.24,721.55,0
25491,1441.08,feminino,pos_graduacao,solteiro,22,1,2,0,0,0,0,1351.81,1309.01,1383.58,1453.91,1461.33,1462.19,0.0,117.74,116.01,51.16,51.66,52.02,0
27032,18734.04,masculino,graduacao,solteiro,29,0,0,0,0,0,2,13695.59,13924.0,13150.86,13365.37,14265.61,22723.38,493.35,493.28,589.83,1441.08,0.0,720.54,0
4032,10808.1,feminino,pos_graduacao,solteiro,35,1,-1,-1,-2,-2,-1,0.0,77.1,-17.29,-17.29,-17.29,28.1,77.1,0.0,0.0,0.0,84.3,28.1,0
5295,720.54,masculino,graduacao,solteiro,27,0,0,0,0,0,2,1220.88,595.24,666.64,691.0,729.83,643.59,165.44,82.07,34.37,59.8,0.0,89.42,1
11815,2161.62,feminino,pos_graduacao,solteiro,29,0,-1,0,0,0,0,599.92,40.13,616.57,605.25,1510.68,982.67,40.13,576.43,3.1,1448.93,16.0,4.47,0
10449,6484.86,masculino,graduacao,casado,41,0,0,0,0,0,0,3273.49,3338.84,3251.72,3288.54,3327.09,3366.07,198.08,158.95,80.2,81.78,83.08,81.71,0
11460,22336.74,masculino,graduacao,casado,43,-1,-1,-1,-1,-1,-1,356.16,193.9,148.43,144.4,180.35,58.65,193.9,148.43,145.4,180.5,58.8,219.91,0
2040,14410.8,feminino,ensino_medio,casado,53,0,0,0,0,0,0,7091.99,6625.22,1227.94,725.94,367.98,561.23,3768.86,72.05,15.28,7.35,561.01,288.22,0
10492,36027.0,masculino,pos_graduacao,solteiro,38,0,0,0,0,0,0,34403.48,35168.33,35943.35,29673.28,30455.14,28432.44,1513.13,1642.83,1095.22,1369.03,1152.86,720.54,0
14443,3602.7,feminino,pos_graduacao,solteiro,34,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,21.62,10.81,0.0,0.0,0.0,21.62,0.0,70.61,0
11280,15851.88,feminino,pos_graduacao,solteiro,41,-1,-1,-2,-2,-2,-2,180.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18069,18734.04,masculino,pos_graduacao,solteiro,36,-2,-2,-2,-2,-2,-2,1206.98,423.46,30.77,-5.26,-5.26,-5.26,720.54,720.54,0.0,0.0,0.0,0.0,0
27945,12969.72,feminino,pos_graduacao,solteiro,28,0,0,0,0,0,0,1448.14,1589.73,843.39,1073.6,517.35,-0.72,216.16,288.22,288.22,216.16,0.0,39.63,0
16674,7205.4,masculino,graduacao,solteiro,38,0,0,0,0,0,0,6912.36,6972.81,7006.53,7072.75,7023.9,7030.6,324.17,329.86,331.88,275.03,288.07,266.24,0
12217,20175.12,feminino,graduacao,casado,39,2,3,2,2,2,2,13462.43,13731.33,13992.09,13676.28,14512.4,14805.58,576.43,576.43,0.0,1044.78,525.99,540.41,1
21479,1441.08,feminino,pos_graduacao,solteiro,27,-1,-1,-1,0,-1,-1,424.25,294.56,475.34,672.48,297.8,609.29,346.8,475.34,360.27,319.27,612.46,578.74,0
21592,4323.24,feminino,graduacao,solteiro,24,0,0,0,-1,-1,-1,4228.99,4411.51,3939.41,158.01,595.02,0.0,360.27,79.12,158.01,595.02,0.0,0.0,0
11359,15131.34,feminino,pos_graduacao,solteiro,27,-1,-1,-1,-1,-1,-1,19.6,64.42,156.21,54.91,47.56,226.25,64.99,156.21,54.91,47.56,226.25,0.0,0
4168,10808.1,masculino,ensino_medio,casado,34,0,0,0,0,0,0,2796.27,2873.44,2924.6,2993.92,3056.53,3105.89,144.11,120.62,117.88,121.77,111.25,126.17,0
22360,14410.8,feminino,pos_graduacao,solteiro,29,-2,-2,-2,-2,-2,-2,626.51,1032.03,3193.87,673.92,803.83,1277.16,1032.46,3202.94,674.07,803.83,1277.16,669.31,0
6747,3602.7,masculino,pos_graduacao,solteiro,34,0,0,0,0,0,-2,3155.68,3200.85,2160.18,2161.62,0.0,0.0,151.31,86.46,72.05,0.0,0.0,0.0,0
23072,25218.9,feminino,pos_graduacao,solteiro,38,-2,-2,-2,-2,-2,-2,746.05,2148.07,1095.87,667.22,152.75,177.18,2155.57,1096.45,668.66,153.33,177.18,822.06,0
21912,9367.02,feminino,pos_graduacao,solteiro,24,0,0,2,0,-1,-1,1158.48,1156.83,963.43,317.4,93.09,28.1,300.9,0.0,72.05,93.09,28.1,156.0,0
13583,12249.18,feminino,graduacao,solteiro,31,0,0,0,0,0,0,11960.03,12234.05,8342.84,5210.15,5318.45,5414.79,605.25,288.22,159.24,164.43,155.56,129.7,0
15547,20175.12,masculino,pos_graduacao,casado,47,-1,-1,-1,-1,-1,-1,258.46,229.64,229.85,142.81,258.67,258.67,230.57,230.79,143.53,259.97,259.39,259.54,0
1872,3602.7,feminino,pos_graduacao,solteiro,26,0,0,0,0,0,0,2954.43,3028.57,3076.63,3142.78,3207.05,3272.69,124.87,100.88,93.67,91.58,93.67,324.24,0
28137,3602.7,feminino,ensino_medio,casado,44,0,0,0,0,0,0,3340.64,3412.19,3523.8,3587.86,635.52,648.49,126.96,166.52,158.52,12.68,12.97,703.9,0
5473,1441.08,feminino,ensino_medio,outros/desconhecido,55,1,2,3,2,2,2,1337.18,1466.88,1422.56,1378.25,1481.43,1446.99,172.93,0.0,0.0,125.66,0.0,43.23,1
11814,8646.48,masculino,graduacao,solteiro,34,1,2,2,3,2,0,3296.83,3366.72,3577.7,3499.73,3434.38,3510.47,144.11,288.22,0.0,0.0,144.11,144.11,1
15167,5764.32,feminino,graduacao,solteiro,22,-1,-1,-1,0,0,-1,247.58,250.24,721.04,258.24,213.35,276.04,250.24,721.98,215.15,1.59,276.33,409.48,0
